Step -1, training acc: 0.800, instruction: 
Step 190, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 190, training acc: 0.780, instruction: True and False and (True and False)
Step 190, training acc: 0.860, instruction: False and True and ( not False ) is False
Step 190, training acc: 0.840, instruction: False and (True or not False) is False
Step 190, training acc: 0.800, instruction: 
Step 190, training acc: 0.740, instruction: True and False and not (True and False and False)
Step 190, training acc: 0.520, instruction: Not ( True and False ) and not ( not False )
Step 190, training acc: 0.940, instruction: False and not (True and not False) and (not False) is False
Step 191, training acc: 0.360, instruction: True and not ( False or True or not True )
Step 191, training acc: 0.580, instruction: True or False or (True and not False) or (not True and not False)
Step 191, training acc: 0.740, instruction: False or True and not False and True
Step 191, training acc: 0.560, instruction: Not ( not False ) and not not False
Step 191, training acc: 0.380, instruction: Not ( False or True ) and not ( not not False ) and not ( not not False )
Step 191, training acc: 0.580, instruction: True and not (False or not False) and (True or not False)
Step 191, training acc: 0.440, instruction: Not ( True and not True ) and not ( False or not True )
Step 191, training acc: 0.860, instruction: True and not True and not True
Step 192, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 192, training acc: 0.920, instruction: False and not (False and not False) and (not False) is False
Step 192, training acc: 0.800, instruction: False or True and not False
Step 192, training acc: 0.800, instruction: False and not False
Step 192, training acc: 0.840, instruction: True and (not True or False) is False
Step 192, training acc: 0.780, instruction: ```False and (False and not True) is False```
Step 192, training acc: 0.520, instruction: False and ( True or not False )
Step 192, training acc: 0.860, instruction: False or ( False ) or not True is False
Step 193, training acc: 0.680, instruction: True and not (True and False)
Step 193, training acc: 0.580, instruction: False and not (True or not False) and (not False)
Step 193, training acc: 0.880, instruction: Not ( not False or not ( False and not ( True ) ) ) is False
Step 193, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 193, training acc: 0.720, instruction: True or not not False
Step 193, training acc: 0.320, instruction: Not ( False and ( True or not False ) )
Step 193, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 194, training acc: 0.560, instruction: False and not (True and not False) and (not False)
Step 194, training acc: 0.860, instruction: True and False and (True or False or not False) is False
Step 194, training acc: 0.720, instruction: False or True
Step 194, training acc: 0.620, instruction: Not (False or True) and not False
Step 194, training acc: 0.460, instruction: Not ( True or not not ( False and True ) ) and ( False and not False )
Step 194, training acc: 0.560, instruction: False and not (True or not False) and not (not False)
Step 194, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 195, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 195, training acc: 0.600, instruction: True and False and (False or not False)
Step 195, training acc: 0.540, instruction: False and False and (not False and not not False)
Step 195, training acc: 0.520, instruction: Not ( False or not False ) and not (not False)
Step 195, training acc: 0.420, instruction: Not ( False or True ) and not ( not not False ) and not ( not True )
Step 195, training acc: 0.600, instruction: Not False and not True and not False or True and False
Step 195, training acc: 0.520, instruction: Not ( True and False ) and not ( False or not False )
Step 195, training acc: 0.920, instruction: False and not (True and False or not False) is False
Step 196, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 196, training acc: 0.840, instruction: Not ( True or True ) and False is False
Step 196, training acc: 0.760, instruction: False or True or not not not not False
Step 196, training acc: 0.900, instruction: Not ( not ( True or False ) and not not False ) is False
Step 196, training acc: 0.840, instruction: Not ( not ( not False ) or not ( not True ) ) and not True is False
Step 196, training acc: 0.520, instruction: False and not (False or True)
Step 196, training acc: 0.900, instruction: False and (not True or not False) is False
Step 196, training acc: 0.640, instruction: Not False and not (True and not False) and (not False)
Step 197, training acc: 0.960, instruction: False and not (True and not not False) and (not False) is False
Step 197, training acc: 0.440, instruction: Not (not False) or (not False) or (not False)
Step 197, training acc: 0.740, instruction: False or True or not False
Step 197, training acc: 0.560, instruction: Not (not False) and (True or False)
Step 197, training acc: 0.840, instruction: True and (not True or False) is False
Step 197, training acc: 0.820, instruction: Not (not True) and not not True is True
Step 197, training acc: 0.880, instruction: True and not not False and not (False or not not False) is True
Step 198, training acc: 0.540, instruction: False and not (False and True) and not (not False)
Step 198, training acc: 0.720, instruction: False or True
Step 198, training acc: 0.680, instruction: Not (not False) and not not False
Step 198, training acc: 0.600, instruction: Not (True and not False) and not (False or not False)
Step 198, training acc: 0.520, instruction: False and not (False or True or not False)
Step 198, training acc: 0.460, instruction: Not ( True or False ) and not ( False and not False )
Step 198, training acc: 0.560, instruction: Not (False or not False) and not (not False)
Step 199, training acc: 0.800, instruction: 
Step 199, training acc: 0.480, instruction: Not True and (not False and not True) and (not False)
Step 199, training acc: 0.720, instruction: False or True
Step 199, training acc: 0.940, instruction: Not ( not False ) and not not False is False
Step 199, training acc: 0.900, instruction: Not ( False or True ) and not ( not not False ) is False
Step 199, training acc: 0.400, instruction: Not ( True and False ) and not ( not ( False or not False ) and ( not False ) )
Step 199, training acc: 0.900, instruction: Not (False or not False) and not (not False) is True
